video_id,gt,pred_lcrm_lite_fused
,2023年7月21日12时52分，外环高速武威路南（内）路段出现二轮车辆闯入交通事件。一辆摩托车进入主干道，未在专用通道或允许区域行驶，佩戴头盔，存在横穿车道的危险行为。该路段为多车道高速公路，设有明确的限速标识和车道划分。涉事二轮车在车流密集区域穿行，导致周边车辆紧急避让，引发短暂交通混乱，存在较大安全隐患。该行为违反了高速公路交通管理规定，属于典型的二轮车辆闯入异常事件。,2023年12月28日13时10分至13时11分，外环高速戚溪路段出现严重交通拥堵，多车道车辆行驶缓慢或基本停滞，车流密集且持续时间较长，影响范围覆盖多个车道，车辆排成长队，部分车辆在低速移动中频繁刹车，后方车辆被迫减速或绕行，整体通行效率
,2023年7月19日19时15分45秒，在外环高速仙霞路南（外）路段，一辆二轮摩托车在中间车道行驶，行驶过程中未按规定在非机动车道内行驶，与正常行驶的多辆汽车形成交叉冲突，导致后方车辆紧急避让，影响了该路段的行车秩序和交通安全。该二轮车无明显牌照，驾驶员佩戴头盔，属于典型的闯入高速公路的危险行为，构成严重交通安全隐患。,2023年7月19日19时15分至19时16分，外环高速沪太立交东2枪机监控画面显示，该路段出现严重交通拥堵，车辆行驶缓慢，多车道内车流密集且持续排队，车距明显缩短，部分车辆刹车灯长时间亮起，显示通行效率显著下降。涉事车辆包括大量轿车、货车
,2024年5月30日10时33分55秒，在上海市某高架道路南向车道，一辆红色货车在行车道内缓慢行驶并突然停车，副驾驶乘客下车后在车旁停留数秒，随后返回车内继续行驶。该行为导致后方车辆被迫减速避让，形成短暂拥堵。该货车未开启双闪灯，且停车位置处于非停车区域，属于异常停车行为，影响了正常交通流。,2024年5月30日10时34分，位于城市高架道路的某路段发生交通拥堵事件，现场多车道车辆行驶缓慢，车流密集且持续无明显缓解趋势，主要涉及各类轿车、货车及面包车，其中包含白色、黑色、红色等多种颜色的车辆，部分车辆在车道间频繁变道，整体通行效
,2023年7月16日星期日上午9时27分左右，在一条城市快速路的左侧车道上，一辆蓝色货车在行驶过程中突然减速并停靠在最左侧车道，车辆未开启双闪灯，驾驶员未下车，也未见明显故障迹象。该车停车位置属于非停车区域，且后方多辆车辆被迫减速避让，导致该车道出现短暂拥堵和行车秩序紊乱。整个过程无其他车辆发生碰撞或事故，但该异常停车行为对正常交通流造成一定影响，符合异常停车的判断标准。,2023年7月16日星期日上午9时26分55秒，在一条多车道城市快速路上，一辆红色二轮摩托车从右侧车道驶入主路，行驶于机动车道中，未见其在专用非机动车道或辅路行驶，且该路段无明显二轮车通行标志或专用通道。该摩托车驾驶员佩戴头盔，车辆无明显牌
,2024年3月1日早上7点48分至7点49分，G60市区方向至S4金山方向路段出现严重交通拥堵。该路段为多车道高速公路，两侧有绿化带和隔音墙，路面湿滑，天气阴沉。视频显示，从7:48:13开始，车辆在多个车道上排成长队，车流缓慢移动，多数车辆处于低速行驶或短暂停滞状态，刹车灯持续亮起，表明车辆间距离极近且通行效率低下。涉事车辆包括大量轿车、货车及多辆大型客车，货车型号多样，包括蓝色箱式货车、红色集装箱货车等。车辆在各车道内有序但缓慢前行，未见明显变道或碰撞行为，也无施工设施或抛洒物迹象。拥堵影响范围覆盖至少两公里以上，车辆排队长度持续增加，后方车辆被迫减速绕行，整体交通流量显著下降，符合典型早高峰时段的拥堵特征。异常特征表现为长时间、大范围的车流缓行，无突发事故或障碍物干扰，推测可能由上游路段车流汇聚或出口分流导致瓶颈效应。,2024年3月1日7时48分至7时49分，G60市区方向至S4金山方向路段出现严重交通拥堵事件。该路段为多车道高架道路，车流密集，车辆以缓慢速度行驶，部分车辆处于停滞状态，排队长度持续延伸，影响通行效率。涉事车辆包括多辆轿车、货车、客车及大
,2023年12月26日星期二早上7点36分至7点37分，外环高速吴中路路段出现明显交通拥堵现象。该路段为双向多车道高速公路，车流密集，车辆以较低速度缓慢行驶，部分车辆间断性停顿，形成持续的排队缓行状态。涉事车辆包括大量轿车、货车、客车及出租车，其中可见红色集装箱货车、白色厢式货车、黄色出租车和大型公交车等不同类型车辆均在缓慢移动。车辆在各车道内保持基本秩序，未见严重碰撞或异常停车情况，但整体通行效率显著下降。由于车流量大且道路空间有限，导致车辆排成长队，影响了正常通行速度。该拥堵事件主要表现为车辆缓慢移动与排队现象，无明显事故或施工迹象，属于典型的早高峰时段交通压力所致的拥堵异常。,2023年12月26日星期二早上7点36分至7点37分，外环高速吴中路路段出现严重交通拥堵。该路段为多车道高速公路，双向车流密集，车辆以缓慢速度行驶，部分车辆几乎处于停滞状态，持续时间约一分钟且无缓解趋势。涉事车辆包括大量私家车、货车、厢式
,2023年11月23日06:50至06:51期间，S4市区方向至S20内环高架路段出现交通拥堵事件。该路段为多车道高速公路，车流密集，左侧车道车辆行驶缓慢，形成明显排队现象，车辆间距缩短，车速降低，部分车辆处于缓行或短暂停滞状态，持续时间超过30秒且无缓解趋势。涉事车辆包括多辆轿车、货车及厢式运输车，其中蓝色集装箱货车、红色箱式货车和黄色工程车等大型车辆在车流中占据显著位置，加剧了通行压力。由于车流密度增大，后方车辆被迫减速或变道避让，导致整体通行效率下降。道路两侧设有隔音屏障，路面标线清晰，未见施工设施或障碍物，也无异常停车或事故迹象。该拥堵主要由早高峰时段车流量集中引起，属于典型的城市快速路拥堵事件，影响范围覆盖多个车道，对区域交通运行造成一定延误。,2023年11月23日06:50:53至06:51:52期间，在城市高架桥路段，右侧车道发生一起多车事故。涉事车辆包括一辆白色轿车和一辆黑色SUV，视频中二车已经发生碰撞，导致车辆位置异常，其中白色轿车斜停于车道内，黑色SUV紧随其后，引发
,2024年5月11日10时28分至10时29分，外环高速京沪立交（内）路段出现异常停车事件。在视频画面左侧最外侧车道，一辆红色货车停靠在最外侧车道上，车辆开启双闪灯，驾驶员下车后在车旁停留，车辆长时间静止未移动，导致后方车辆被迫绕行或减速通过。该行为发生在高速公路非停车区域，存在安全隐患。由于该车停靠位置靠近道路边缘，对后续车辆行驶造成一定干扰，符合异常停车判断标准中的多项特征。,2024年5月11日10时38分至10时39分，外环高速京沪立交南（外）路段出现交通拥堵事件。该路段为双向多车道高速公路，天气阴雨，路面湿滑，能见度较低。左侧车道车辆排成长队，行驶缓慢，车距明显缩短，多辆轿车、货车及厢式运输车在缓慢移动中，
,2023年7月18日13时42分54秒至13时43分51秒，外环高速仙霞路（内）路段发生异常停车事件。一辆白色轿车与一辆红色货车在右侧车道完全静止。随后，红色货车在驶入正常车道的过程中，导致后方车辆被迫减速避让，造成短时拥堵，形成安全隐患，综合判断为异常停车事件。,2023年7月13日13时42分至13时43分，外环高速仙霞路（内）路段出现交通拥堵事件。该路段为双向多车道高速公路，车流密集，主要由轿车、货车及厢式运输车组成，其中右侧车道车辆行驶缓慢，部分车辆处于低速移动或短暂停滞状态，形成连续排队现象
,2023年8月9日09时10分至09时11分，外环高速蕴藻浜桥北2（外）路段出现交通拥堵事件，现场多辆轿车和货车在多个车道内缓慢行驶或完全停止，车辆排队长度持续延伸，车流密度显著增加，部分车辆因前方拥堵而减速或停车，导致通行效率下降。涉事车辆包括多种类型的小型轿车、厢式货车及大型集装箱卡车，均处于低速行驶状态，未见明显事故或异常停车情况。该路段为双向多车道高速公路，右侧车道拥堵尤为严重，车辆间距缩小，存在明显的排队现象，影响了整体通行能力，属于典型的城市高速路高峰期拥堵特征。,2023年6月9日09时10分04秒至09时11分02秒，外环高速蕴藻浜桥北2（内）路段出现交通拥堵事件。该路段为多车道高速公路，双向车流密集，其中南向车道车辆行驶缓慢，形成明显排队现象，车辆间距缩短，车速降低，部分车辆处于低速蠕行状态，持
